Class,Incident#,Crime,Date/Time,Location Name,Address,Agency
Theft,24054369,Other Larceny,03/21/2024 01:00 AM,Highway/road/alley/street/sidewalk,"Maple St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24054705,Other Larceny,03/21/2024 12:00 AM,Residence/home,"42xx Autumn Path Rd, Denton, Tx 76208",Denton Police Department (Tx)
Theft,24054046,Other Larceny,03/20/2024 03:50 PM,Grocery/supermarket,"26xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24054113,Theft Of Veh Parts,03/20/2024 01:00 PM,Parking/drop Lot/garage,"10xx Eagle Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24053838,Other Larceny,03/20/2024 10:19 AM,Conv Store,"1xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24054727,Other Larceny,03/20/2024 10:00 AM,Residence/home,"1xx Bellaire Dr, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24058839,Other Larceny,03/20/2024 12:00 AM,Residence/home,"18xx Concord Ln, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24053459,Other Larceny,03/19/2024 07:24 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24053334,Other Larceny,03/19/2024 03:32 PM,Grocery/supermarket,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24053295,Other Larceny,03/19/2024 02:04 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24055941,Other Larceny,03/19/2024 02:00 PM,Conv Store,"39xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24053244,Other Larceny,03/19/2024 12:48 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052960,Other Larceny,03/19/2024 06:03 AM,Service/gas Station,"28xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24060978,Other Larceny,03/19/2024 03:00 AM,Residence/home,"25xx Cerros Ln, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24053143,Other Larceny,03/19/2024 12:00 AM,Parking/drop Lot/garage,"3xx Bell Ave, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052786,Other Larceny,03/18/2024 07:50 PM,Department/discount Store,"6xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052728,Other Larceny,03/18/2024 05:45 PM,Grocery/supermarket,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24053398,Other Larceny,03/18/2024 05:30 PM,Residence/home,"11xx Linden Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052714,Other Larceny,03/18/2024 05:27 PM,Parking/drop Lot/garage,"22xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052640,Other Larceny,03/18/2024 03:00 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24052614,Other Larceny,03/18/2024 02:48 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24054145,Other Larceny,03/18/2024 12:00 PM,Service/gas Station,"17xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24052577,Other Larceny,03/18/2024 12:00 AM,Highway/road/alley/street/sidewalk,"13xx Kings Row, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24052112,Other Larceny,03/17/2024 09:32 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24052671,Other Larceny,03/17/2024 08:00 PM,Residence/home,"9xx Cleveland St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052055,Other Larceny,03/17/2024 07:28 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052053,Other Larceny,03/17/2024 07:26 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24053268,Other Larceny,03/17/2024 07:00 PM,Residence/home,"17xx Linden Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24052029,Other Larceny,03/17/2024 06:46 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24051930,Other Larceny,03/17/2024 03:14 PM,Residence/home,"14xx Oakland St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24053190,Other Larceny,03/17/2024 03:00 PM,Residence/home,"4xx Texas St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24060097,Theft Of Veh Parts,03/17/2024 08:15 AM,Residence/home,"4xx Audra Ln, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24059333,Other Larceny,03/17/2024 12:00 AM,Grocery/supermarket,"11xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24051633,Other Larceny,03/16/2024 11:00 PM,Conv Store,"26xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24057386,Other Larceny,03/16/2024 05:00 PM,Field/woods,"33xx University Dr, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24050849,Other Larceny,03/15/2024 07:00 PM,Residence/home,"12xx Oak Vly, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24053799,Other Larceny,03/15/2024 11:55 AM,Bank/s&l,"23xx Kingston Trce, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24052561,Other Larceny,03/15/2024 12:00 AM,Other/unknown,"70xx Bishop Pine Rd, Denton, Tx 76208",Denton Police Department (Tx)
Theft,24054679,Other Larceny,03/15/2024 12:00 AM,Bank/s&l,"22xx Fort Worth Dr, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24050499,Other Larceny,03/14/2024 04:30 PM,Const Site,"17xx Northstar Rd, Denton, Tx 76208",Denton Police Department (Tx)
Theft,24049655,Theft Of Veh Parts,03/13/2024 10:00 PM,Residence/home,"11xx Brittany Dr, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24053516,Other Larceny,03/13/2024 03:34 PM,Parking/drop Lot/garage,"7xx Dallas Dr, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24063505,Other Larceny,03/13/2024 10:00 AM,Residence/home,"25xx Tom Cole Rd, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24059334,Other Larceny,03/13/2024 12:00 AM,Grocery/supermarket,"11xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24058759,Other Larceny,03/12/2024 08:30 PM,Drug Store/doctors Office/hospital,"32xx Teasley Ln, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24047862,Other Larceny,03/11/2024 01:07 PM,Residence/home,"35xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24047665,Theft Of Veh Parts,03/10/2024 09:00 PM,Residence/home,"34xx Joyce Ln, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24047377,Other Larceny,03/10/2024 06:13 PM,Residence/home,"2xx Hann St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24053448,Other Larceny,03/10/2024 03:00 PM,Service/gas Station,"2800xx 35, Denton, Tx 76210",Denton Police Department (Tx)
Theft,24046596,Other Larceny,03/09/2024 01:22 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24054916,Theft Of Veh Parts,03/09/2024 01:20 PM,Residence/home,"14xx Pickwick Ln, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24046581,Other Larceny,03/09/2024 12:11 PM,Specialty Store,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24054921,Theft Of Veh Parts,03/09/2024 11:30 AM,Residence/home,"2xx Bonnie Brae St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24046063,Other Larceny,03/08/2024 04:27 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24046034,Other Larceny,03/08/2024 03:37 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24046537,Theft Of Veh Parts,03/08/2024 02:00 PM,Residence/home,"27xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24045928,Other Larceny,03/08/2024 12:27 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24045923,Other Larceny,03/08/2024 12:16 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24045963,Other Larceny,03/08/2024 12:00 PM,Government/public Building,"5xx Oakland St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24059335,Other Larceny,03/08/2024 12:00 AM,Grocery/supermarket,"11xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24058009,Other Larceny,03/07/2024 04:25 PM,Commercial/office Building,"15xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24045388,Other Larceny,03/07/2024 01:40 PM,Grocery/supermarket,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24045243,Other Larceny,03/07/2024 09:30 AM,Department/discount Store,"12xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24045432,Other Larceny,03/07/2024 05:50 AM,Hotel/motel/etc.,"4465xx 35, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24054338,Other Larceny,03/06/2024 08:30 PM,Park/playground,"20xx Windsor Dr, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24046004,Other Larceny,03/06/2024 04:40 PM,Const Site,"Los Colinas St, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24044622,Other Larceny,03/06/2024 12:15 PM,Grocery/supermarket,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24054337,Other Larceny,03/05/2024 04:00 PM,Department/discount Store,"18xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24043958,Other Larceny,03/05/2024 03:40 PM,Residence/home,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24043935,Other Larceny,03/05/2024 03:04 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24043881,Other Larceny,03/05/2024 01:54 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24043979,Other Larceny,03/05/2024 01:40 PM,Other/unknown,"723xx 35 E Hwy, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24043043,Other Larceny,03/04/2024 12:10 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24044748,Other Larceny,03/04/2024 08:30 AM,Department/discount Store,"15xx Malone St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24042643,Other Larceny,03/03/2024 10:00 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24054316,Theft From Vending,03/03/2024 01:00 AM,Residence/home,"500xx 35, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24042104,Theft Of Veh Parts,03/02/2024 11:00 PM,Hotel/motel/etc.,"14xx Centre Place Dr, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24043631,Other Larceny,03/02/2024 07:00 PM,Highway/road/alley/street/sidewalk,"21xx Sadau Ct, Denton, Tx 76200",Denton Police Department (Tx)
Theft,24041645,Other Larceny,03/02/2024 11:42 AM,Bank/s&l,"17xx Carroll Blvd, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24041095,Other Larceny,03/01/2024 03:54 PM,Residence/home,"15xx Meadow St, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24041068,Other Larceny,03/01/2024 03:20 PM,Department/discount Store,"19xx Brinker Rd, Denton, Tx 76208",Denton Police Department (Tx)
Theft,24054904,Theft Of Veh Parts,03/01/2024 12:10 PM,Commercial/office Building,"24xx Worthington Dr, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24041879,Other Larceny,03/01/2024 12:00 PM,Residence/home,"27xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24054132,Other Larceny,03/01/2024 11:38 AM,Residence/home,"13xx Phoenix Ct, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24054320,Other Larceny,03/01/2024 10:00 AM,Residence/home,"17xx Ruddell St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24040637,Other Larceny,03/01/2024 04:18 AM,Residence/home,"31xx Inglewood St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24040870,Other Larceny,03/01/2024 03:00 AM,Parking/drop Lot/garage,"12xx Cleveland St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24040599,Other Larceny,03/01/2024 02:22 AM,Residence/home,"31xx Inglewood St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24055140,Other Larceny,03/01/2024 12:00 AM,Bank/s&l,"15xx Nottingham Dr, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24052681,Other Larceny,02/29/2024 08:26 PM,Bar/nightclub,"1xx Elm St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24040887,Other Larceny,02/29/2024 07:00 PM,Parking/drop Lot/garage,"27xx Elm St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24042874,Other Larceny,02/29/2024 06:00 PM,Const Site,"56xx Mckinney St, Denton, Tx 76208",Denton Police Department (Tx)
Theft,24040761,Theft Of Veh Parts,02/29/2024 04:00 PM,Government/public Building,"36xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24040297,Other Larceny,02/29/2024 03:08 PM,Department/discount Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24040090,Other Larceny,02/29/2024 03:45 AM,Hotel/motel/etc.,"15xx Centre Place Dr, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24053996,Theft Of Veh Parts,02/29/2024 01:00 AM,Residence/home,"12xx Cleveland St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24054486,Theft Of Veh Parts,02/29/2024 12:00 AM,Residence/home,"13xx Dallas Dr, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24040350,Other Larceny,02/29/2024 12:00 AM,Parking/drop Lot/garage,"2xx Bonnie Brae St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24040138,Other Larceny,02/28/2024 10:00 PM,Parking/drop Lot/garage,"13xx Scripture St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24039756,Other Larceny,02/28/2024 06:56 PM,Department/discount Store,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24039750,Other Larceny,02/28/2024 06:36 PM,Department/discount Store,"2201xx 35, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24040218,Other Larceny,02/28/2024 06:00 PM,Residence/home,"14xx Centre Place Dr, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24040256,Other Larceny,02/28/2024 04:00 PM,Residence/home,"24xx Hickory St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24040115,Other Larceny,02/28/2024 03:30 PM,Parking/drop Lot/garage,"13xx Scripture St, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24039814,Other Larceny,02/28/2024 12:00 PM,Residence/home,"39xx Elm St, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24039635,Other Larceny,02/28/2024 12:00 PM,Specialty Store,"8xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24039570,Other Larceny,02/28/2024 11:30 AM,Residence/home,"35xx Quail Creek Dr, Denton, Tx 76208",Denton Police Department (Tx)
Theft,24039359,Other Larceny,02/28/2024 05:00 AM,Residence/home,"33xx Valley View Rd, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24038980,Other Larceny,02/27/2024 06:36 PM,Grocery/supermarket,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24041148,Other Larceny,02/27/2024 01:55 AM,Other/unknown,"15xx Eagle Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24038616,Other Larceny,02/27/2024 12:00 AM,Parking/drop Lot/garage,"35xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24060795,Other Larceny,02/27/2024 12:00 AM,Residence/home,"19xx Jacqueline Dr, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24038226,Other Larceny,02/26/2024 07:20 PM,Restaurant,"2817xx 35, Denton, Tx 76210",Denton Police Department (Tx)
Theft,24037904,Other Larceny,02/26/2024 01:00 PM,Conv Store,"27xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24037258,Other Larceny,02/25/2024 04:00 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24037187,Other Larceny,02/25/2024 01:18 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24037165,Other Larceny,02/25/2024 12:20 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24054051,Other Larceny,02/25/2024 07:41 AM,Other/unknown,"34xx Shadow Trl, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24036756,Other Larceny,02/24/2024 07:00 PM,Department/discount Store,"2201xx 35, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24036729,Other Larceny,02/24/2024 05:30 PM,Specialty Store,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24036665,Other Larceny,02/24/2024 04:00 PM,Department/discount Store,"2201xx 35, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24036629,Other Larceny,02/24/2024 02:52 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24037071,Other Larceny,02/24/2024 12:00 PM,Residence/home,"32xx Brooke St, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24067834,Other Larceny,02/24/2024 12:00 PM,Department/discount Store,"18xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24041136,Other Larceny,02/24/2024 12:01 AM,Industrial Site,"2xx Western Blvd, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24036192,Other Larceny,02/23/2024 08:45 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24036009,Other Larceny,02/23/2024 03:37 PM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24036026,Other Larceny,02/23/2024 03:30 PM,Grocery/supermarket,"18xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24036017,Other Larceny,02/23/2024 03:21 PM,Residence/home,"35xx Mckinney St, Denton, Tx 76209",Denton Police Department (Tx)
Theft,24035861,Other Larceny,02/23/2024 11:14 AM,Grocery/supermarket,"15xx Loop, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24038252,Theft Of Veh Parts,02/23/2024 07:00 AM,Specialty Store,"21xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24035371,Other Larceny,02/22/2024 02:30 PM,Department/discount Store,"18xx Brinker Rd, Denton, Tx 76208",Denton Police Department (Tx)
Theft,24035263,Other Larceny,02/22/2024 12:30 PM,Service/gas Station,"22xx University Dr, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24035061,Other Larceny,02/22/2024 10:15 AM,Parking/drop Lot/garage,"2201xx 35, Denton, Tx 76205",Denton Police Department (Tx)
Theft,24035255,Other Larceny,02/22/2024 02:01 AM,Residence/home,"5xx Mounts Ave, Denton, Tx 76201",Denton Police Department (Tx)
Theft,24035349,Other Larceny,02/21/2024 06:00 PM,Const Site,"3451xx 35, Denton, Tx 76207",Denton Police Department (Tx)
Theft,24034518,Other Larceny,02/21/2024 05:30 PM,Highway/road/alley/street/sidewalk,"24xx Longmeadow Ct, Denton, Tx 76209",Denton Police Department (Tx)
